Kodas,Pavadinimas,Aprašas,"Pagrindinės užduotys","Būdingos kompetencijos"
121106,"Vyriausiasis finansininkas","Organizuoja įmonės ūkinės ir finansinės veiklos planavimą, finansinę apskaitą, investicinę politiką ir kontroliuoja ekonomišką materialiųjų, darbo ir finansinių išteklių naudojimą.","• vertina įmonės finansinę padėtį, analizuoja pinigų srautus ir nustato apskaitos politiką;• organizuoja buhalterinės apskaitos vykdymą ir atlieka finansinių operacijų priežiūrą;• užtikrina įmonės ir jos padalinių finansinės apskaitos ir atsiskaitymų organizavimą bei kokybišką finansinių ataskaitų parengimą;• analizuoja teisės aktus, reglamentuojančius finansinę apskaitą, ir teikia su mokesčiais susijusias konsultacijas;• rengia ir pateikia reikalingą informaciją generaliniam direktoriui, departamentų ir padalinių vadovams. ","• analizuoti finansinę įmonės veiklą;• užtikrinti finansų politikos vykdymą;• vertinti biudžetus;• rengti finansines ataskaitas;• konsultuoti finansų klausimais;• bendradarbiauti su vadovais."
121107,"Ekonomikos ir finansų padalinio vadovas","Atsako už įmonės finansinės ir ekonominės veiklos planavimą, valdymą, stebėjimą ir sklandžią padalinio veiklą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• vertina įmonės strateginius planus finansiniu ir ekonominiu požiūriu;• koordinuoja įmonės pinigų srautus, užtikrina finansinės apskaitos ir atsiskaitymų organizavimą; • prižiūri ekonominių rodiklių skaičiavimus ir atlieka jų analizę;• organizuoja įmonės duomenų rinkimą, sisteminimą ir apdorojimą;• rengia ir pateikia reikalingą informaciją generaliniam direktoriui, departamentų ir padalinių vadovams;• organizuoja padalinio darbuotojų darbą ir nustato metines veiklos užduotis. ","• užtikrinti finansų politikos vykdymą;• analizuoti finansines rinkos tendencijas;• parengti finansinį planą;• konsultuoti finansų klausimais;• analizuoti finansinę įmonės veiklą;• bendradarbiauti su vadovais."
121108,"Mažosios verslo paslaugų įmonės vadovas (apskaitos ir panašios paslaugos)","Planuoja, organizuoja, kontroliuoja mažosios verslo paslaugų įmonės, teikiančios apskaitos ir panašias paslaugas kitoms įmonėms ir organizacijoms, veiklą ir užtikrina prisiimtų įsipareigojimų vykdymą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• vadovauja įmonės plėtros politikai, atsižvelgdamas į veiklos struktūrą bei ypatumus ir užtikrina finansinį stabilumą;• organizuoja įmonės darbą ir jam vadovauja, dalyvauja derybose, rengia sutartis ir verslo planus, užsiima naujų rinkų paieška;• užtikrina efektyvų, laiku atliekamą ir teisingą įmonės ūkinių operacijų registravimą, finansinės apskaitos tvarkymą bei finansinių ataskaitų parengimą;• kontroliuoja, kaip laikomasi prisiimtų įsipareigojimų, ir užtikrina jų vykdymo grafikus;• organizuoja darbuotojų darbą, nustato metines veiklos užduotis ir rūpinasi kvalifikacijos tobulinimu. ","• priimti strateginius verslo sprendimus;• kurti organizacinę struktūrą;• planuoti vidutinės trukmės ir ilgalaikius tikslus;• užtikrinti verslo veiklos teisėtumą;• stebėti pagrindinius veiklos rezultatų rodiklius;• vykdyti personalo valdymo veiklą;• valdyti finansinius išteklius."
121109,"Finansų ir apskaitos padalinio vadovas","Atsižvelgdamas į įmonės veiklos struktūrą ir ypatumus, rengia finansų politiką, vertina įmonės strateginius planus finansiniu požiūriu, užtikrina teisingą ir laiku atliekamą finansinių dokumentų bei ataskaitų pateikimą mokesčių ir audito įstaigoms. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• organizuoja įmonės finansinės veiklos planavimą bei analizę;• vertina įmonės finansinę padėtį, analizuoja pinigų srautus, investavimo galimybes ir susijusias rizikas;• valdo įmonės finansines operacijas ir užtikrina racionalų įmonės ir jos padalinių finansinės apskaitos ir atsiskaitymų organizavimą;• analizuoja teisės aktus, reglamentuojančius finansinę apskaitą, ir užtikrina kokybišką finansinių ataskaitų parengimą mokesčių ir audito įstaigoms;• organizuoja finansų padalinio darbuotojų darbą ir nustato metines veiklos užduotis;• bendradarbiauja su visų struktūrinių įmonės padalinių vadovais, rengia ir pateikia reikalingą informaciją generaliniam direktoriui, departamentų ir padalinių vadovams. ","• analizuoti finansines rinkos tendencijas;• užtikrinti finansų politikos vykdymą;• analizuoti finansinę įmonės veiklą;• rengti finansines ataskaitas;• konsultuoti finansų klausimais;• bendradarbiauti su vadovais."
121110,"Vyriausiasis ekonomistas","Nagrinėja statistinius duomenis, analizuoja tendencijas, besiformuojančias rinkas ir dirba su ekonominiais matematiniais modeliais, kad užtikrintų įmonės ekonominį tvarumą tinkamai planuojant ir panaudojant materialiuosius ir finansinius išteklius.","• atlieka tyrimus mikroekonominei ar makroekonominei analizei atlikti;• vertina įmonės finansinę padėtį ir konsultuoja dėl produktų perspektyvų, vartotojų poreikių, besiformuojančių rinkų ir mokesčių politikos tendencijų;• organizuoja įmonės duomenų rinkimą, sisteminimą ir apdorojimą;• sudaro biudžeto, prognozių ir finansinius planus bei rengia ataskaitas;• atlieka ekonominių rodiklių skaičiavimus ir analizę;• rengia ir pateikia analitinę medžiagą generaliniam direktoriui ir padalinių vadovams. ","• analizuoti ekonomikos tendencijas;• atlikti analitinius matematinius skaičiavimus;• analizuoti finansinę įmonės veiklą;• sisteminti informaciją;• taikyti statistinės analizės metodus;• teikti sąnaudų ir naudos analizės ataskaitas."
121111,"Mažosios verslo paslaugų  įmonės vadovas (nekilnojamojo turto operacijos, nuoma ir išperkamoji nuoma)","Planuoja, organizuoja, kontroliuoja mažosios verslo paslaugų įmonės, kuri teikia nekilnojamojo turto operacijų, nuomos ir išperkamosios nuomos paslaugas, veiklą ir užtikrina prisiimtų įsipareigojimų vykdymą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• vadovauja įmonės plėtros politikai atsižvelgdamas į veiklos struktūrą bei ypatumus ir užtikrina finansinį stabilumą;• organizuoja įmonės darbą ir jam vadovauja, dalyvauja derybose, rengia sutartis ir verslo planus, užsiima naujų rinkų paieška;• užtikrina efektyvų, laiku atliekamą ir teisingą įmonės ūkinių operacijų registravimą, finansinės apskaitos tvarkymą bei finansinių ataskaitų parengimą;• kontroliuoja, kaip laikomasi prisiimtų įsipareigojimų, ir užtikrina jų vykdymo grafikus;• organizuoja darbuotojų darbą, nustato metines veiklos užduotis ir rūpinasi kvalifikacijos tobulinimu. ","• priimti strateginius verslo sprendimus;• kurti organizacinę struktūrą;• planuoti vidutinės trukmės ir ilgalaikius tikslus;• užtikrinti verslo veiklos teisėtumą;• stebėti pagrindinius veiklos rezultatų rodiklius;• vykdyti personalo valdymo veiklą;• valdyti finansinius išteklius."
121190,"Kiti finansų srities vadovai","Kiti finansų srities vadovai (pavaduotojai), kurie neišvardyti 1211 pogrupyje „Finansų srities vadovai“ ir kurie vertina įmonės strateginius planus finansiniu požiūriu, valdo finansines operacijas, užtikrina finansų politikos vykdymą, teisingą ir laiku atliekamą finansinių dokumentų bei ataskaitų pateikimą.","• vertina įmonės finansinę padėtį, analizuoja pinigų srautus, investavimo galimybes ir susijusias rizikas;• sudaro biudžetus, užtikrina išlaidų kontrolę ir veiksmingą išteklių naudojimą;• atlieka finansinių operacijų priežiūrą ir organizuoja kokybišką periodinių finansinių ataskaitų parengimą;• analizuoja teisės aktus, reglamentuojančius finansinę apskaitą, ir teikia konsultacijas;• organizuoja finansų padalinio darbuotojų darbą ir nustato metines veiklos užduotis;• rengia ir pateikia reikalingą informaciją generaliniam direktoriui, departamentų ir padalinių vadovams. ","• analizuoti finansinę įmonės veiklą;• užtikrinti finansų politikos vykdymą;• rengti finansines ataskaitas;• konsultuoti finansų klausimais;• bendradarbiauti su vadovais."
121201,"Personalo direktorius","Rengia įmonės personalo valdymo strategiją ir politiką, užtikrina personalo administravimą, vadovauja darbuotojų kompetencijų ir gebėjimų stiprinimo programoms ir dalyvauja kuriant įmonės organizacinę kultūrą.","• vadovauja personalo valdymo strategijos kūrimui, palaikymui, tobulinimui ir sėkmingam įgyvendinimui;• organizuoja darbuotojų įdarbinimo, paaukštinimo, perkėlimo ir atleidimo procedūras;• prižiūri ir koordinuoja įmonės darbuotojų atrankos, mokymų ir kvalifikacijos tobulinimo procesus;• stebi ir analizuoja personalo valdymo rodiklius, rengia ataskaitas ir rekomendacijas;• konsultuoja įmonės vadovus personalo valdymo klausimais;• užtikrina, kad būtų laikomasi standartų ir teisės aktų, susijusių su darbuotojų teisėmis, sveikata, sauga ir lygiomis galimybėmis. ","• laikytis įmonės politikos;• prisiimti atsakomybę už įmonės tikslų įgyvendinimą;• nustatyti reikalingus žmogiškuosius išteklius;• organizuoti personalo vertinimą;• rengti darbuotojų išlaikymo programas;• vykdyti su darbo užmokesčiu susijusią veiklą;• planuoti vidutinės trukmės ir ilgalaikius tikslus."
121202,"Darbo santykių (darbo organizavimo, darbo užmokesčio ir pan.) padalinio vadovas","Planuoja, organizuoja ir kontroliuoja darbo santykius ir personalo veiklą įmonėje. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• bendradarbiauja kuriant įmonės personalo politiką;• įvertina įmonės personalo išteklius ir nustato esamą bei būsimą poreikį;• konsultuojasi su generaliniu direktoriumi ir skyrių vadovais personalo valdymo bei administravimo klausimais;• nustato ir prižiūri taisyklių bei procedūrų personalo darbo santykių klausimais taikymą ir jų laikymąsi;• koordinuoja personalo skyriaus darbuotojų darbą; • konsultuoja įmonės vadovus ir darbuotojus darbo teisės ir kitų teisės aktų, reglamentuojančių darbo santykių taikymą, klausimais. ","• laikytis įmonės politikos;• prisiimti atsakomybę už įmonės tikslų įgyvendinimą;• derėtis dėl darbo sutarčių, darbo užmokesčio, darbo sąlygų ir įstatymais numatytų išmokų;• vykdyti su darbo užmokesčiu susijusią veiklą;• laikytis konfidencialumo nuostatų."
121203,"Personalo (padalinio) vadovas","Organizuoja personalo valdymo veiklą, kurios metu formuojamas ir didinamas įmonės personalas ir siekiama maksimaliai realizuoti kiekvieno darbuotojo darbo potencialą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• vadovauja personalo valdymo politikos formavimui, palaikymui, tobulinimui ir įgyvendinimui;• prižiūri ir koordinuoja įmonės darbuotojų atrankos, mokymų ir kvalifikacijos tobulinimo procesus;• stebi ir analizuoja personalo valdymo rodiklius, rengia ataskaitas ir rekomendacijas;• organizuoja personalo padalinio darbuotojų darbą ir nustato metines veiklos užduotis;• konsultuoja įmonės vadovus personalo valdymo klausimais;• užtikrina, kad būtų laikomasi standartų ir teisės aktų, susijusių su darbuotojų teisėmis, sveikata, sauga ir lygiomis galimybėmis. ","• laikytis įmonės politikos;• vykdyti personalo valdymą siekiant teigiamos verslo aplinkos;• nustatyti reikalingus žmogiškuosius išteklius;• organizuoti personalo vertinimą;• rengti darbuotojų išlaikymo programas;• planuoti vidutinės trukmės ir ilgalaikius tikslus."
121204,"Mažosios verslo paslaugų įmonės vadovas (žmogiškųjų išteklių ir įdarbinimo paslaugos)","Atsako už žmogiškųjų išteklių valdymą ir įdarbinimo paslaugas, užtikrina veiklos efektyvumą ir tinkamą personalo valdymą. Šios profesijos atstovas yra ir vadovo pavaduotojas.","• planuoja ir organizuoja įmonės žmogiškuosius išteklius bei įdarbinimo procesus, nustato įmonės personalo poreikius ir numato užimtumo tendencijas; • sudaro personalo planus, prognozuoja darbo jėgos reikmes, parengia darbo skelbimus, vadovauja personalo atrankai, priimant naujus darbuotojus; • sprendžia personalo valdymo iššūkius bei konfliktus ir užtikrina geros darbo aplinkos išsaugojimą; • vykdo įmonės personalo įdarbinimo procesus, siekia didinti efektyvią darbo organizaciją ir personalo našumą; •koordinuoja darbuotojų mokymo ir tobulinimo programas.","• valdyti žmogiškuosius išteklius; • atrinkti ir įdarbinti naujus darbuotojus; • spręsti konfliktus; • vadovauti komandiniam darbui; • gebėti organizuoti ir valdyti."
121290,"Kiti žmogiškųjų išteklių srities vadovai","Kiti žmogiškųjų išteklių srities vadovai (pavaduotojai), kurie neišvardyti 1212 pogrupyje „Žmogiškųjų išteklių srities vadovai“ ir kurie vadovauja bei planuoja įmonės žmogiškųjų išteklių politikos kryptis, užtikrina personalo administravimą ir koordinuoja darbuotojų įdarbinimo, darbo pokalbių, metinių vertinimo pokalbių, darbuotojų kompetencijų ir gebėjimų stiprinimo programas.","• vadovauja personalo valdymo politikos rengimui, palaikymui, tobulinimui ir įgyvendinimui;• planuoja ir organizuoja darbuotojų įdarbinimo, mokymų, paaukštinimo, perkėlimo ir atleidimo procedūras; • prižiūri ir koordinuoja įmonės darbuotojų atrankos, mokymų ir kvalifikacijos tobulinimo procesus;• stebi ir analizuoja personalo valdymo rodiklius, rengia ataskaitas ir rekomendacijas;• organizuoja personalo padalinio darbuotojų darbą ir nustato metines veiklos užduotis;• konsultuoja įmonės vadovus personalo valdymo klausimais. ","• laikytis įmonės politikos;• vykdyti personalo valdymą siekiant teigiamos verslo aplinkos;• nustatyti reikalingus žmogiškuosius išteklius;• organizuoti personalo vertinimą;• rengti darbuotojų išlaikymo programas;• planuoti vidutinės trukmės ir ilgalaikius tikslus."
121301,"Viešojo administravimo įstaigos padalinio vadovas (įstaigos prie ministerijos padalinio, teritorinio padalinio, jo struktūrinio padalinio vadovas)","Atsako už strateginį planavimą, organizavimą, koordinavimą ir kontrolę, siekiant užtikrinti efektyvų viešojo sektoriaus veikimą ir paslaugų teikimą.","• kuria ir įgyvendina padalinio veiklos strategiją; • vadovauja personalui, skatina produktyvią bendradarbiavimo kultūrą; • koordinuoja projektų vykdymą ir išteklių valdymą; • užtikrina viešųjų paslaugų kokybę ir klientų pasitenkinimą; • rengia ataskaitas ir analizės dokumentus vadovybei ir kitų padalinių vadovams.","• kurti ilgalaikę veiklos strategiją, nustatyti tikslus bei valdyti išteklius; • vadovauti personalui, skatinti motyvaciją, kurti veiksmingas komandas; • iš skirtingų šaltinių surinkti duomenis bei informaciją, juos analizuoti ir interpretuoti; • gebėti efektyviai komunikuoti su skirtingų interesų grupėmis; • planuoti ir stebėti finansinius išteklius bei efektyviai juos panaudoti."
